cell_line,reported_sex,DDX3Y_expression,DDX3Y_expression_category,EIF1AY_expression,EIF1AY_expression_category,KDM5D_expression,KDM5D_expression_category,NLGN4Y_expression,NLGN4Y_expression_category,RPS4Y1_expression,RPS4Y1_expression_category,TMSB4Y_expression,TMSB4Y_expression_category,USP9Y_expression,USP9Y_expression_category,UTY_expression,UTY_expression_category,ZFY_expression,ZFY_expression_category
EFE184_ENDOMETRIUM,female,19,low_expression,7,low_expression,3,low_expression,0,low_expression,35,low_expression,0,low_expression,2,low_expression,5,low_expression,0,low_expression
EFM192A_BREAST,female,43,low_expression,2,low_expression,14,low_expression,6,low_expression,59,low_expression,1,low_expression,14,low_expression,12,low_expression,10,low_expression
EFM19_BREAST,female,16,low_expression,3,low_expression,8,low_expression,13,low_expression,28,low_expression,0,low_expression,4,low_expression,8,low_expression,2,low_expression
EFO21_OVARY,female,19,low_expression,15,low_expression,2,low_expression,3,low_expression,66,low_expression,2,low_expression,9,low_expression,9,low_expression,6,low_expression
EFO27_OVARY,female,13,low_expression,4,low_expression,5,low_expression,0,low_expression,28,low_expression,2,low_expression,2,low_expression,4,low_expression,0,low_expression
EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,41,low_expression,11,low_expression,13,low_expression,3,low_expression,81,low_expression,10,low_expression,19,low_expression,4,low_expression,8,low_expression
EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,7,low_expression,2,low_expression,7,low_expression,12,low_expression,28,low_expression,0,low_expression,2,low_expression,8,low_expression,1,low_expression
EKVX_LUNG,NA,13385,high_expression,3196,high_expression,5529,high_expression,1296,intermediate_expression,32,low_expression,840,high_expression,6788,high_expression,1579,high_expression,2113,high_expression
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,24,low_expression,8,low_expression,15,low_expression,0,low_expression,151,low_expression,2,low_expression,16,low_expression,9,low_expression,1,low_expression
EN_ENDOMETRIUM,female,14,low_expression,7,low_expression,9,low_expression,0,low_expression,52,low_expression,1,low_expression,19,low_expression,16,low_expression,7,low_expression
EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,21865,high_expression,5769,high_expression,13336,high_expression,1,low_expression,86313,high_expression,336,high_expression,6717,high_expression,4476,high_expression,3482,high_expression
EPLC272H_LUNG,male,36,low_expression,4,low_expression,10,low_expression,5,low_expression,85,low_expression,0,low_expression,7,low_expression,12,low_expression,8,low_expression
ES2_OVARY,female,43,low_expression,7,low_expression,16,low_expression,4,low_expression,38,low_expression,2,low_expression,18,low_expression,2,low_expression,5,low_expression
ESS1_ENDOMETRIUM,female,35,low_expression,21,low_expression,17,low_expression,2,low_expression,75,low_expression,0,low_expression,17,low_expression,7,low_expression,7,low_expression
EW8_BONE,NA,39367,high_expression,11529,high_expression,11778,high_expression,4679,high_expression,116565,high_expression,443,high_expression,8238,high_expression,4864,high_expression,4788,high_expression
EWS502_BONE,NA,11,low_expression,3,low_expression,6,low_expression,23,low_expression,21,low_expression,2,low_expression,5,low_expression,3,low_expression,5,low_expression
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,26015,high_expression,1667,high_expression,2086,high_expression,2,low_expression,127121,high_expression,6,low_expression,4407,high_expression,8748,high_expression,3831,high_expression
FADU_UPPER_AERODIGESTIVE_TRACT,male,7,low_expression,9,low_expression,10,low_expression,0,low_expression,68,low_expression,0,low_expression,0,low_expression,2,low_expression,4,low_expression
FTC133_THYROID,male,37,low_expression,6,low_expression,6,low_expression,5,low_expression,44,low_expression,8,low_expression,19,low_expression,14,low_expression,6,low_expression
FTC238_THYROID,male,37,low_expression,2,low_expression,8,low_expression,1,low_expression,46,low_expression,1,low_expression,13,low_expression,0,low_expression,4,low_expression
FU97_STOMACH,female,12,low_expression,7,low_expression,12,low_expression,0,low_expression,30,low_expression,3,low_expression,4,low_expression,4,low_expression,5,low_expression
FUOV1_OVARY,female,26,low_expression,2,low_expression,6,low_expression,0,low_expression,34,low_expression,0,low_expression,8,low_expression,2,low_expression,3,low_expression
G292CLONEA141B1_BONE,female,27,low_expression,8,low_expression,19,low_expression,1,low_expression,41,low_expression,4,low_expression,4,low_expression,3,low_expression,4,low_expression
G361_SKIN,male,17,low_expression,0,low_expression,10,low_expression,0,low_expression,30,low_expression,0,low_expression,5,low_expression,0,low_expression,5,low_expression
G401_SOFT_TISSUE,male,18247,high_expression,6390,high_expression,7941,high_expression,3389,high_expression,38224,high_expression,491,high_expression,9088,high_expression,4839,high_expression,2335,high_expression
G402_SOFT_TISSUE,female,28,low_expression,2,low_expression,13,low_expression,2,low_expression,47,low_expression,6,low_expression,8,low_expression,4,low_expression,3,low_expression
GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,38573,high_expression,14016,high_expression,12258,high_expression,2,low_expression,69728,high_expression,625,high_expression,6392,high_expression,4476,high_expression,3036,high_expression
GAMG_CENTRAL_NERVOUS_SYSTEM,female,250,intermediate_expression,83,low_expression,67,low_expression,18,low_expression,705,intermediate_expression,4,low_expression,54,low_expression,32,low_expression,31,low_expression
GB1_CENTRAL_NERVOUS_SYSTEM,male,143,low_expression,43,low_expression,37,low_expression,45,low_expression,437,low_expression,4,low_expression,60,low_expression,28,low_expression,37,low_expression
GCIY_STOMACH,female,15,low_expression,12,low_expression,8,low_expression,0,low_expression,36,low_expression,0,low_expression,0,low_expression,5,low_expression,1,low_expression
GCT_SOFT_TISSUE,male,33,low_expression,12,low_expression,10,low_expression,5,low_expression,66,low_expression,0,low_expression,15,low_expression,2,low_expression,7,low_expression
GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,36,low_expression,25,low_expression,23,low_expression,0,low_expression,97,low_expression,3,low_expression,15,low_expression,10,low_expression,10,low_expression
GI1_CENTRAL_NERVOUS_SYSTEM,male,12552,high_expression,2971,high_expression,7454,high_expression,1155,intermediate_expression,70254,high_expression,20,low_expression,4402,high_expression,1914,high_expression,4508,high_expression
GMS10_CENTRAL_NERVOUS_SYSTEM,male,21805,high_expression,5521,high_expression,6339,high_expression,2736,high_expression,16652,high_expression,234,high_expression,8972,high_expression,3764,high_expression,3691,high_expression
GOS3_CENTRAL_NERVOUS_SYSTEM,male,36961,high_expression,10358,high_expression,19804,high_expression,3069,high_expression,53365,high_expression,332,high_expression,19087,high_expression,8,low_expression,6905,high_expression
GP2D_LARGE_INTESTINE,female,12,low_expression,0,low_expression,9,low_expression,0,low_expression,38,low_expression,2,low_expression,5,low_expression,4,low_expression,3,low_expression
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,25,low_expression,2,low_expression,10,low_expression,4,low_expression,32,low_expression,2,low_expression,4,low_expression,13,low_expression,6,low_expression
GSS_STOMACH,NA,33,low_expression,4,low_expression,9,low_expression,0,low_expression,68,low_expression,2,low_expression,8,low_expression,2,low_expression,0,low_expression
GSU_STOMACH,NA,3,low_expression,3,low_expression,2,low_expression,1,low_expression,26,low_expression,0,low_expression,2,low_expression,2,low_expression,0,low_expression
H4_CENTRAL_NERVOUS_SYSTEM,male,19245,high_expression,5794,high_expression,9469,high_expression,2121,high_expression,51097,high_expression,188,high_expression,7601,high_expression,3773,high_expression,1433,high_expression
HARA_LUNG,male,10715,high_expression,13969,high_expression,6611,high_expression,1161,intermediate_expression,137,low_expression,142,high_expression,2556,high_expression,1552,high_expression,7004,high_expression
HCC1143_BREAST,female,29,low_expression,4,low_expression,0,low_expression,5,low_expression,22,low_expression,0,low_expression,5,low_expression,3,low_expression,3,low_expression
HCC1171_LUNG,male,24,low_expression,4,low_expression,21,low_expression,0,low_expression,51,low_expression,1,low_expression,10,low_expression,2,low_expression,7,low_expression
HCC1187_BREAST,female,32,low_expression,2,low_expression,6,low_expression,1,low_expression,59,low_expression,3,low_expression,8,low_expression,8,low_expression,10,low_expression
HCC1195_LUNG,male,3812,high_expression,1504,high_expression,2781,high_expression,2,low_expression,9509,high_expression,150,high_expression,1232,high_expression,1076,high_expression,520,high_expression
HCC1359_LUNG,female,42,low_expression,8,low_expression,8,low_expression,0,low_expression,68,low_expression,2,low_expression,11,low_expression,4,low_expression,4,low_expression
HCC1395_BREAST,female,25,low_expression,5,low_expression,5,low_expression,0,low_expression,60,low_expression,1,low_expression,8,low_expression,8,low_expression,2,low_expression
HCC1419_BREAST,female,14,low_expression,8,low_expression,7,low_expression,3,low_expression,30,low_expression,1,low_expression,4,low_expression,0,low_expression,0,low_expression
HCC1428_BREAST,female,35,low_expression,13,low_expression,22,low_expression,40,low_expression,66,low_expression,0,low_expression,15,low_expression,13,low_expression,10,low_expression
HCC1438_LUNG,male,13334,high_expression,3190,high_expression,4578,high_expression,2706,high_expression,43590,high_expression,284,high_expression,4279,high_expression,2294,high_expression,1579,high_expression
HCC1500_BREAST,female,28,low_expression,12,low_expression,14,low_expression,3,low_expression,96,low_expression,0,low_expression,11,low_expression,5,low_expression,4,low_expression
HCC1569_BREAST,female,36,low_expression,4,low_expression,13,low_expression,2,low_expression,56,low_expression,0,low_expression,5,low_expression,6,low_expression,2,low_expression
HCC1588_LUNG,female,6177,high_expression,3474,high_expression,3001,high_expression,2,low_expression,58532,high_expression,247,high_expression,1875,high_expression,2299,high_expression,1708,high_expression
HCC1599_BREAST,female,14,low_expression,6,low_expression,18,low_expression,0,low_expression,64,low_expression,2,low_expression,10,low_expression,5,low_expression,0,low_expression
HCC15_LUNG,male,16,low_expression,4,low_expression,7,low_expression,1,low_expression,27822,high_expression,2,low_expression,4,low_expression,3,low_expression,3967,high_expression
HCC1806_BREAST,female,39,low_expression,14,low_expression,21,low_expression,7,low_expression,79,low_expression,3,low_expression,20,low_expression,7,low_expression,7,low_expression
HCC1833_LUNG,female,29,low_expression,2,low_expression,13,low_expression,2,low_expression,52,low_expression,0,low_expression,8,low_expression,9,low_expression,4,low_expression
HCC1937_BREAST,female,26,low_expression,5,low_expression,3,low_expression,1,low_expression,26,low_expression,0,low_expression,7,low_expression,2,low_expression,2,low_expression
HCC1954_BREAST,female,83,low_expression,15,low_expression,24,low_expression,3,low_expression,119,low_expression,2,low_expression,28,low_expression,9,low_expression,16,low_expression
HCC202_BREAST,female,27,low_expression,2,low_expression,3,low_expression,8,low_expression,43,low_expression,0,low_expression,5,low_expression,1,low_expression,4,low_expression
HCC2108_LUNG,male,19,low_expression,9,low_expression,2,low_expression,2,low_expression,30,low_expression,4,low_expression,15,low_expression,2,low_expression,0,low_expression
HCC2157_BREAST,female,17,low_expression,1,low_expression,16,low_expression,22,low_expression,50,low_expression,1,low_expression,3,low_expression,0,low_expression,6,low_expression
HCC2218_BREAST,female,6,low_expression,9,low_expression,2,low_expression,6,low_expression,19,low_expression,0,low_expression,1,low_expression,2,low_expression,4,low_expression
HCC2279_LUNG,female,8,low_expression,5,low_expression,14,low_expression,5,low_expression,47,low_expression,0,low_expression,12,low_expression,6,low_expression,4,low_expression
HCC2429_LUNG,NA,59,low_expression,21,low_expression,33,low_expression,2,low_expression,99,low_expression,2,low_expression,20,low_expression,4,low_expression,17,low_expression
HCC2450_LUNG,NA,11701,high_expression,10,low_expression,3,low_expression,276,intermediate_expression,18128,high_expression,0,low_expression,1050,high_expression,3,low_expression,2253,high_expression
HCC2814_LUNG,NA,28,low_expression,7,low_expression,14,low_expression,2,low_expression,42,low_expression,0,low_expression,10,low_expression,2,low_expression,1,low_expression
HCC2935_LUNG,male,12736,high_expression,5571,high_expression,9278,high_expression,11,low_expression,41044,high_expression,562,high_expression,12800,high_expression,5462,high_expression,3310,high_expression
HCC33_LUNG,male,16,low_expression,2,low_expression,8,low_expression,4,low_expression,20,low_expression,0,low_expression,5,low_expression,5,low_expression,0,low_expression
HCC364_LUNG,NA,11761,high_expression,4614,high_expression,3530,high_expression,409,intermediate_expression,47860,high_expression,108,high_expression,4207,high_expression,1832,high_expression,2379,high_expression
HCC366_LUNG,female,28,low_expression,6,low_expression,6,low_expression,21,low_expression,23,low_expression,0,low_expression,9,low_expression,4,low_expression,4,low_expression
